,Producto,Precio,Unidades Vendidas,Ciudad,Genero Comprador,Satisfacción Cliente,Tiempo de Envío (días),Total Ventas
8053,Mouse,58,155,Valencia,M,8,4,8990
8054,Audifonos,658,134,Valencia,F,5,4,88172
8055,Laptop,525,213,Barcelona,M,9,7,111825
8056,Smartphone,415,82,Barcelona,M,2,6,34030
8057,Monitor,1106,218,Portugal,M,8,3,241108
8058,Audifonos,521,101,Madrid,M,8,3,52621
8059,Laptop,778,177,Portugal,M,6,12,137706
8060,Laptop,347,158,Barcelona,F,7,9,54826
8061,Mouse,1028,111,Portugal,F,6,7,114108
8062,Monitor,1783,80,Portugal,F,1,14,142640
8063,Mouse,890,275,Barcelona,F,1,2,244750
8064,Smartphone,1988,234,Barcelona,M,3,13,465192
8065,Monitor,1215,108,Madrid,F,3,8,131220
8066,Smartphone,1509,106,Portugal,F,7,13,159954
8067,Audifonos,481,66,Portugal,M,9,3,31746
8068,Audifonos,1166,67,Valencia,M,3,2,78122
8069,Mouse,1532,155,Madrid,M,7,5,237460
8070,Monitor,557,190,Madrid,M,7,3,105830
8071,Teclado,138,43,Madrid,M,4,2,5934
8072,Audifonos,678,44,Portugal,F,4,11,29832
8073,Monitor,1585,270,Madrid,M,2,13,427950
8074,Monitor,980,141,Valencia,F,3,8,138180
8075,Laptop,1380,96,Valencia,F,2,1,132480
8076,Monitor,433,44,Madrid,M,6,12,19052
8077,Audifonos,407,112,Madrid,F,5,1,45584
8078,Monitor,112,236,Barcelona,F,7,5,26432
8079,Teclado,1870,204,Madrid,M,4,3,381480
8080,Monitor,1407,293,Madrid,M,4,9,412251
8081,Teclado,1084,166,Portugal,F,9,6,179944
8082,Monitor,243,118,Valencia,F,8,13,28674
8083,Smartphone,250,285,Portugal,F,3,3,71250
8084,Laptop,438,104,Valencia,F,6,9,45552
8085,Teclado,679,269,Barcelona,M,5,11,182651
8086,Mouse,604,123,Madrid,F,9,3,74292
8087,Monitor,213,120,Madrid,M,5,11,25560
8088,Audifonos,1809,100,Valencia,M,5,3,180900
8089,Mouse,1766,27,Barcelona,F,3,10,47682
8090,Audifonos,172,70,Madrid,F,5,10,12040
8091,Monitor,1545,78,Barcelona,M,8,9,120510
8092,Laptop,871,168,Valencia,M,3,11,146328
8093,Teclado,377,53,Valencia,M,4,5,19981
8094,Laptop,1328,136,Barcelona,M,4,8,180608
8095,Teclado,260,71,Madrid,F,6,2,18460
8096,Mouse,1607,217,Valencia,F,5,9,348719
8097,Teclado,870,72,Barcelona,F,2,12,62640
8098,Audifonos,149,175,Valencia,M,8,10,26075
8099,Audifonos,674,102,Madrid,F,7,14,68748
8100,Audifonos,934,167,Madrid,F,9,3,155978
8101,Smartphone,1635,209,Madrid,F,7,10,341715
8102,Mouse,315,295,Valencia,F,4,10,92925
8103,Smartphone,376,269,Barcelona,F,7,1,101144
8104,Mouse,1375,267,Madrid,M,7,2,367125
8105,Mouse,1377,56,Portugal,F,6,1,77112
8106,Laptop,1289,177,Madrid,F,8,6,228153
8107,Smartphone,350,285,Madrid,M,5,2,99750
8108,Mouse,515,174,Portugal,M,7,3,89610
8109,Teclado,105,2,Barcelona,F,8,7,210
8110,Laptop,912,136,Madrid,M,8,6,124032
8111,Mouse,89,282,Barcelona,F,1,12,25098
8112,Teclado,1837,158,Barcelona,F,1,6,290246
8113,Laptop,834,206,Madrid,F,1,11,171804
8114,Audifonos,1428,197,Portugal,F,2,4,281316
8115,Laptop,306,107,Valencia,M,5,1,32742
8116,Monitor,1153,272,Valencia,M,9,10,313616
8117,Audifonos,1677,66,Portugal,F,1,1,110682
8118,Teclado,1532,101,Valencia,M,2,2,154732
8119,Smartphone,1183,271,Barcelona,F,7,1,320593
8120,Laptop,1093,37,Valencia,M,5,14,40441
8121,Smartphone,1884,205,Madrid,F,6,9,386220
8122,Audifonos,1225,20,Madrid,F,1,6,24500
8123,Smartphone,1948,67,Barcelona,F,3,4,130516
8124,Mouse,1902,38,Madrid,F,2,3,72276
8125,Laptop,1383,43,Barcelona,M,7,13,59469
8126,Laptop,1690,168,Valencia,F,2,9,283920
8127,Teclado,1417,96,Barcelona,M,5,3,136032
8128,Monitor,1797,257,Valencia,F,9,11,461829
8129,Laptop,548,267,Barcelona,M,8,13,146316
8130,Teclado,1134,153,Barcelona,M,6,10,173502
8131,Monitor,214,234,Valencia,M,2,2,50076
8132,Smartphone,847,14,Valencia,F,1,3,11858
8133,Teclado,1295,56,Portugal,F,3,12,72520
8134,Audifonos,755,30,Madrid,F,7,2,22650
8135,Smartphone,80,143,Valencia,M,4,12,11440
8136,Teclado,89,128,Barcelona,M,1,2,11392
8137,Smartphone,1687,51,Madrid,F,1,4,86037
8138,Teclado,1593,198,Valencia,F,1,3,315414
8139,Teclado,1466,123,Barcelona,F,8,13,180318
8140,Smartphone,1336,71,Barcelona,M,5,7,94856
8141,Teclado,1926,253,Barcelona,F,3,14,487278
8142,Audifonos,1161,64,Valencia,M,3,9,74304
8143,Laptop,1706,187,Portugal,M,7,4,319022
8144,Mouse,514,150,Portugal,M,8,13,77100
8145,Mouse,602,14,Portugal,F,7,3,8428
8146,Monitor,392,187,Madrid,F,2,11,73304
8147,Audifonos,1086,171,Madrid,F,4,9,185706
8148,Teclado,1074,157,Valencia,M,3,3,168618
8149,Smartphone,304,122,Barcelona,M,8,12,37088
8150,Mouse,892,229,Madrid,F,9,2,204268
8151,Teclado,1212,155,Madrid,F,1,4,187860
8152,Teclado,573,31,Portugal,F,6,3,17763
8153,Mouse,1086,159,Valencia,M,6,13,172674
8154,Smartphone,1323,231,Valencia,M,1,6,305613
8155,Laptop,968,2,Portugal,M,4,5,1936
8156,Smartphone,1967,229,Barcelona,F,1,5,450443
8157,Monitor,864,243,Valencia,M,7,4,209952
8158,Audifonos,340,134,Barcelona,F,2,12,45560
8159,Audifonos,1264,128,Portugal,M,6,5,161792
8160,Teclado,547,126,Valencia,M,8,10,68922
8161,Monitor,1896,133,Valencia,F,2,3,252168
8162,Audifonos,1561,200,Portugal,F,6,9,312200
8163,Monitor,520,40,Portugal,M,6,1,20800
8164,Audifonos,1450,176,Valencia,M,8,7,255200
8165,Smartphone,1537,113,Portugal,M,5,7,173681
8166,Audifonos,1914,287,Portugal,F,9,6,549318
8167,Smartphone,143,191,Portugal,F,8,11,27313
8168,Mouse,814,42,Valencia,F,6,1,34188
8169,Monitor,1442,240,Portugal,M,5,2,346080
8170,Mouse,1739,193,Portugal,F,8,1,335627
8171,Monitor,374,72,Valencia,M,2,2,26928
8172,Audifonos,508,112,Valencia,F,8,1,56896
8173,Mouse,1594,124,Madrid,F,5,1,197656
8174,Smartphone,1428,47,Madrid,M,6,4,67116
8175,Monitor,270,292,Portugal,F,5,6,78840
8176,Smartphone,569,189,Valencia,M,1,10,107541
8177,Teclado,1660,94,Barcelona,M,6,3,156040
8178,Laptop,337,82,Madrid,M,4,4,27634
8179,Teclado,886,266,Valencia,F,4,6,235676
8180,Monitor,1818,25,Barcelona,M,2,12,45450
8181,Teclado,1887,283,Madrid,M,6,3,534021
8182,Laptop,667,149,Portugal,F,3,4,99383
8183,Monitor,1470,76,Portugal,F,4,5,111720
8184,Audifonos,1995,173,Barcelona,F,6,2,345135
8185,Smartphone,1834,204,Barcelona,F,9,3,374136
8186,Teclado,230,217,Barcelona,F,5,10,49910
8187,Laptop,1480,147,Portugal,F,2,12,217560
8188,Audifonos,1357,208,Valencia,M,2,10,282256
8189,Mouse,1184,168,Portugal,F,2,12,198912
8190,Mouse,1052,255,Valencia,F,8,5,268260
8191,Monitor,454,49,Valencia,F,5,11,22246
8192,Audifonos,1808,209,Valencia,F,7,3,377872
8193,Mouse,1480,73,Portugal,M,2,9,108040
8194,Mouse,613,1,Barcelona,M,2,12,613
8195,Teclado,1664,94,Valencia,F,3,6,156416
8196,Smartphone,1648,65,Madrid,M,4,8,107120
8197,Audifonos,486,140,Madrid,F,7,5,68040
8198,Mouse,404,53,Portugal,M,7,6,21412
8199,Monitor,867,205,Barcelona,M,6,4,177735
8200,Mouse,951,160,Valencia,M,2,12,152160
8201,Teclado,252,179,Barcelona,F,2,8,45108
8202,Monitor,691,235,Portugal,F,7,2,162385
8203,Laptop,1972,171,Valencia,M,1,7,337212
8204,Audifonos,1555,106,Madrid,M,3,13,164830
8205,Monitor,337,203,Valencia,M,1,14,68411
8206,Mouse,267,236,Portugal,F,4,10,63012
8207,Mouse,1600,93,Portugal,F,1,6,148800
8208,Smartphone,1810,53,Barcelona,M,8,4,95930
8209,Teclado,989,114,Madrid,M,9,11,112746
8210,Audifonos,1983,146,Barcelona,M,1,3,289518
8211,Monitor,1778,261,Madrid,M,7,11,464058
8212,Laptop,1791,51,Barcelona,F,6,2,91341
8213,Monitor,1083,105,Portugal,F,4,8,113715
8214,Laptop,425,254,Portugal,M,7,6,107950
8215,Teclado,464,103,Madrid,F,5,9,47792
8216,Monitor,141,72,Barcelona,F,8,9,10152
8217,Laptop,1214,261,Valencia,F,6,7,316854
8218,Mouse,185,203,Barcelona,M,2,8,37555
8219,Teclado,342,146,Barcelona,M,8,7,49932
8220,Smartphone,1076,6,Portugal,M,6,5,6456
8221,Audifonos,549,263,Valencia,F,6,1,144387
8222,Monitor,1688,245,Madrid,M,9,10,413560
8223,Smartphone,107,140,Valencia,F,1,6,14980
8224,Smartphone,1168,160,Valencia,M,8,12,186880
8225,Audifonos,1623,71,Barcelona,M,6,1,115233
8226,Audifonos,456,141,Portugal,M,3,5,64296
8227,Teclado,1693,114,Valencia,M,7,14,193002
8228,Laptop,617,133,Madrid,F,2,9,82061
8229,Teclado,809,281,Barcelona,F,9,1,227329
8230,Smartphone,1185,177,Portugal,F,1,14,209745
8231,Smartphone,220,160,Portugal,F,5,8,35200
8232,Mouse,1428,140,Madrid,M,6,3,199920
8233,Smartphone,834,25,Madrid,F,1,2,20850
8234,Laptop,617,28,Portugal,M,9,1,17276
8235,Monitor,770,158,Barcelona,M,5,5,121660
8236,Teclado,942,83,Portugal,M,8,7,78186
8237,Mouse,1694,140,Madrid,F,1,1,237160
8238,Laptop,608,139,Portugal,M,9,5,84512
8239,Teclado,150,293,Portugal,F,7,14,43950
8240,Audifonos,1987,82,Portugal,M,2,13,162934
8241,Laptop,1320,107,Valencia,M,7,5,141240
8242,Teclado,1014,84,Barcelona,M,9,8,85176
8243,Smartphone,1704,49,Madrid,F,9,11,83496
8244,Audifonos,1573,64,Portugal,M,4,6,100672
8245,Audifonos,1902,130,Portugal,F,5,6,247260
8246,Teclado,384,295,Barcelona,F,8,2,113280
8247,Audifonos,1763,217,Portugal,M,6,5,382571
8248,Laptop,818,258,Valencia,F,3,8,211044
8249,Laptop,141,169,Madrid,F,1,4,23829
8250,Audifonos,1505,94,Portugal,M,3,7,141470
8251,Mouse,1603,167,Portugal,M,8,2,267701
8252,Monitor,1298,40,Portugal,M,4,2,51920
8253,Laptop,1908,265,Madrid,F,3,14,505620
8254,Monitor,1612,279,Barcelona,F,9,4,449748
8255,Smartphone,1863,247,Barcelona,F,4,3,460161
8256,Laptop,957,196,Valencia,M,3,8,187572
8257,Mouse,846,87,Valencia,F,2,13,73602
8258,Audifonos,978,120,Madrid,F,3,10,117360
8259,Monitor,374,94,Madrid,M,4,13,35156
8260,Teclado,509,1,Barcelona,M,6,10,509
8261,Teclado,1093,162,Valencia,F,1,5,177066
8262,Laptop,1080,269,Barcelona,M,5,3,290520
8263,Monitor,1772,43,Portugal,M,5,13,76196
8264,Audifonos,1581,163,Madrid,M,1,11,257703
8265,Monitor,1858,148,Portugal,M,3,11,274984
8266,Teclado,596,109,Portugal,F,4,7,64964
8267,Smartphone,1107,141,Madrid,F,5,7,156087
8268,Monitor,904,257,Portugal,F,3,11,232328
8269,Audifonos,1450,74,Valencia,F,8,2,107300
8270,Mouse,1479,181,Valencia,F,8,8,267699
8271,Teclado,1195,236,Barcelona,F,1,12,282020
8272,Audifonos,325,107,Barcelona,F,8,12,34775
8273,Mouse,423,238,Barcelona,F,3,4,100674
8274,Smartphone,1158,140,Portugal,F,6,3,162120
8275,Monitor,547,15,Valencia,F,1,11,8205
8276,Monitor,1891,275,Barcelona,F,5,14,520025
8277,Teclado,234,38,Valencia,M,7,13,8892
8278,Mouse,942,250,Portugal,F,5,11,235500
8279,Monitor,407,37,Valencia,M,9,12,15059
8280,Mouse,881,90,Madrid,M,4,6,79290
8281,Teclado,689,33,Portugal,M,6,13,22737
8282,Teclado,601,264,Madrid,M,9,14,158664
8283,Laptop,914,231,Barcelona,F,7,6,211134
8284,Audifonos,1063,284,Madrid,M,8,7,301892
8285,Audifonos,299,26,Madrid,M,2,11,7774
8286,Monitor,428,168,Portugal,M,5,8,71904
8287,Laptop,794,215,Barcelona,F,4,2,170710
8288,Smartphone,700,165,Valencia,F,5,4,115500
8289,Monitor,114,67,Valencia,M,5,7,7638
8290,Teclado,927,241,Valencia,M,6,11,223407
8291,Monitor,1191,230,Barcelona,M,3,4,273930
8292,Mouse,1183,144,Barcelona,F,2,12,170352
8293,Audifonos,476,258,Valencia,F,8,4,122808
8294,Mouse,249,120,Portugal,F,8,6,29880
8295,Teclado,1309,37,Barcelona,M,5,5,48433
8296,Laptop,723,7,Madrid,F,7,11,5061
8297,Audifonos,757,63,Madrid,F,7,10,47691
8298,Audifonos,1839,202,Portugal,M,3,14,371478
8299,Laptop,930,258,Portugal,M,6,1,239940
8300,Audifonos,459,96,Barcelona,M,5,9,44064
8301,Teclado,1284,176,Barcelona,F,8,14,225984
8302,Audifonos,126,87,Barcelona,F,6,6,10962
8303,Laptop,1759,239,Portugal,M,4,13,420401
8304,Laptop,1931,186,Barcelona,M,5,2,359166
8305,Smartphone,1808,204,Madrid,F,5,12,368832
8306,Smartphone,1678,177,Valencia,M,1,9,297006
8307,Laptop,1297,294,Barcelona,F,3,9,381318
8308,Monitor,1692,250,Barcelona,M,6,4,423000
8309,Teclado,1483,269,Valencia,F,6,4,398927
8310,Mouse,500,66,Madrid,M,2,10,33000
8311,Laptop,1322,117,Portugal,M,5,9,154674
8312,Mouse,714,262,Portugal,M,9,10,187068
8313,Monitor,1005,266,Portugal,F,1,5,267330
8314,Audifonos,1694,298,Portugal,F,9,12,504812
8315,Teclado,1124,196,Valencia,M,9,4,220304
8316,Audifonos,753,271,Madrid,F,9,6,204063
8317,Audifonos,1350,67,Madrid,M,4,5,90450
8318,Laptop,1124,271,Portugal,F,9,14,304604
8319,Smartphone,1560,272,Portugal,M,6,5,424320
8320,Teclado,1876,197,Valencia,M,7,3,369572
8321,Teclado,170,146,Barcelona,F,4,8,24820
8322,Audifonos,1272,231,Barcelona,M,9,10,293832
8323,Monitor,1545,265,Portugal,M,1,7,409425
8324,Laptop,1576,289,Portugal,M,7,14,455464
8325,Audifonos,988,244,Portugal,F,8,1,241072
8326,Laptop,754,30,Barcelona,M,6,4,22620
8327,Mouse,1079,46,Madrid,F,7,3,49634
8328,Smartphone,1036,38,Madrid,M,9,10,39368
8329,Audifonos,535,61,Barcelona,M,1,4,32635
8330,Audifonos,1581,109,Madrid,M,7,5,172329
8331,Monitor,69,14,Barcelona,F,9,6,966
8332,Mouse,1898,79,Valencia,F,3,12,149942
8333,Laptop,1040,75,Portugal,F,9,8,78000
8334,Laptop,1024,80,Barcelona,F,8,14,81920
8335,Teclado,1668,156,Valencia,F,7,4,260208
8336,Laptop,1969,265,Barcelona,M,9,1,521785
8337,Laptop,1736,239,Madrid,F,5,7,414904
8338,Monitor,157,49,Barcelona,M,8,6,7693
8339,Monitor,1822,280,Portugal,F,2,14,510160
8340,Teclado,848,240,Madrid,M,6,9,203520
8341,Laptop,1650,277,Portugal,M,5,6,457050
8342,Laptop,55,243,Valencia,F,2,1,13365
8343,Teclado,88,11,Barcelona,M,2,5,968
8344,Laptop,1632,143,Barcelona,F,9,10,233376
8345,Teclado,1917,273,Madrid,M,6,1,523341
8346,Smartphone,715,1,Barcelona,M,1,7,715
8347,Monitor,170,215,Madrid,M,9,3,36550
8348,Smartphone,1820,104,Madrid,F,8,10,189280
8349,Laptop,381,182,Portugal,F,1,2,69342
8350,Audifonos,603,227,Barcelona,F,3,9,136881
8351,Laptop,1637,167,Valencia,M,9,7,273379
8352,Monitor,639,276,Portugal,F,8,9,176364
8353,Monitor,1720,142,Barcelona,M,6,6,244240
8354,Smartphone,977,126,Madrid,M,5,4,123102
8355,Mouse,1091,70,Madrid,M,8,9,76370
8356,Laptop,1751,187,Barcelona,M,2,1,327437
8357,Audifonos,1636,174,Portugal,M,7,8,284664
8358,Teclado,994,68,Barcelona,M,7,2,67592
8359,Smartphone,1050,130,Valencia,F,7,5,136500
8360,Teclado,314,2,Portugal,F,1,14,628
8361,Monitor,198,175,Portugal,M,3,5,34650
8362,Mouse,468,116,Barcelona,F,1,4,54288
8363,Audifonos,1144,25,Valencia,M,7,4,28600
8364,Laptop,924,37,Portugal,M,3,11,34188
8365,Teclado,296,135,Madrid,F,3,4,39960
8366,Teclado,1380,92,Valencia,M,1,14,126960
8367,Teclado,349,124,Valencia,M,7,6,43276
8368,Audifonos,1694,53,Madrid,M,1,14,89782
8369,Smartphone,1826,274,Madrid,M,9,2,500324
8370,Teclado,1636,135,Madrid,F,7,9,220860
8371,Audifonos,406,243,Portugal,F,7,13,98658
8372,Audifonos,489,55,Portugal,M,9,9,26895
8373,Teclado,75,91,Valencia,F,8,4,6825
8374,Smartphone,1785,94,Portugal,M,5,12,167790
8375,Smartphone,1363,284,Barcelona,F,9,6,387092
8376,Laptop,1906,128,Madrid,M,6,1,243968
8377,Monitor,376,157,Valencia,F,4,6,59032
8378,Audifonos,1487,239,Valencia,M,1,6,355393
8379,Audifonos,1556,18,Valencia,M,1,5,28008
8380,Audifonos,1471,152,Madrid,F,2,10,223592
8381,Audifonos,691,156,Madrid,F,5,11,107796
8382,Mouse,122,238,Portugal,M,3,2,29036
8383,Monitor,494,58,Valencia,M,7,3,28652
8384,Smartphone,1510,151,Valencia,M,2,4,228010
8385,Laptop,1235,97,Portugal,F,8,1,119795
8386,Audifonos,214,254,Valencia,M,6,7,54356
8387,Mouse,1022,89,Barcelona,F,3,1,90958
8388,Mouse,1069,92,Portugal,F,9,8,98348
8389,Audifonos,1509,41,Valencia,M,4,12,61869
8390,Laptop,1464,158,Valencia,F,4,10,231312
8391,Teclado,1941,203,Portugal,M,9,2,394023
8392,Mouse,566,278,Portugal,F,7,8,157348
8393,Laptop,554,49,Barcelona,M,8,12,27146
8394,Laptop,862,85,Barcelona,F,1,1,73270
8395,Mouse,1609,91,Valencia,F,1,7,146419
8396,Smartphone,1130,195,Madrid,F,7,11,220350
8397,Monitor,1546,65,Portugal,M,9,8,100490
8398,Teclado,1449,231,Madrid,F,6,13,334719
8399,Smartphone,981,58,Barcelona,F,6,10,56898
8400,Mouse,1189,182,Portugal,F,8,5,216398
8401,Audifonos,1810,195,Valencia,F,1,8,352950
8402,Smartphone,1284,299,Portugal,M,2,8,383916
8403,Audifonos,387,251,Valencia,F,9,5,97137
8404,Smartphone,1635,155,Portugal,M,6,1,253425
8405,Smartphone,1653,105,Valencia,F,8,8,173565
8406,Mouse,1728,9,Portugal,M,2,14,15552
8407,Monitor,1453,19,Barcelona,F,2,1,27607
8408,Audifonos,1206,179,Barcelona,M,5,13,215874
8409,Smartphone,325,162,Madrid,M,8,7,52650
8410,Audifonos,751,206,Barcelona,F,1,2,154706
8411,Audifonos,62,239,Barcelona,F,9,10,14818
8412,Teclado,791,74,Madrid,M,4,7,58534
8413,Smartphone,1266,46,Madrid,F,1,10,58236
8414,Monitor,144,275,Barcelona,F,8,2,39600
8415,Laptop,687,23,Madrid,F,7,1,15801
8416,Mouse,1186,126,Barcelona,F,9,3,149436
8417,Laptop,232,244,Portugal,M,5,12,56608
8418,Audifonos,1024,134,Barcelona,F,5,12,137216
8419,Audifonos,775,146,Valencia,F,7,12,113150
8420,Audifonos,113,192,Portugal,M,4,11,21696
8421,Smartphone,1670,225,Barcelona,F,1,6,375750
8422,Smartphone,1613,88,Barcelona,F,8,1,141944
8423,Mouse,424,33,Barcelona,M,6,13,13992
8424,Smartphone,1082,233,Madrid,F,1,14,252106
8425,Laptop,1794,60,Valencia,F,8,7,107640
8426,Laptop,1349,108,Valencia,M,1,2,145692
8427,Audifonos,1070,198,Portugal,F,6,7,211860
8428,Smartphone,344,38,Portugal,F,2,5,13072
8429,Audifonos,880,197,Madrid,F,1,1,173360
8430,Audifonos,1388,98,Barcelona,F,2,13,136024
8431,Monitor,1955,235,Valencia,F,3,14,459425
8432,Mouse,1087,264,Madrid,M,1,9,286968
8433,Smartphone,657,299,Valencia,F,8,7,196443
8434,Mouse,1277,193,Portugal,F,1,11,246461
8435,Laptop,910,228,Madrid,M,4,5,207480
8436,Audifonos,1460,185,Portugal,F,8,3,270100
8437,Teclado,1056,84,Madrid,M,5,3,88704
8438,Smartphone,914,194,Madrid,M,7,4,177316
8439,Monitor,131,160,Valencia,M,7,1,20960
8440,Monitor,800,247,Barcelona,M,4,7,197600
8441,Laptop,782,125,Madrid,M,8,3,97750
8442,Monitor,600,31,Madrid,M,1,14,18600
8443,Monitor,273,99,Madrid,F,6,14,27027
8444,Laptop,116,171,Valencia,M,9,4,19836
8445,Mouse,1154,180,Valencia,M,6,10,207720
8446,Audifonos,1719,176,Barcelona,M,4,4,302544
8447,Audifonos,1996,190,Barcelona,F,2,13,379240
8448,Laptop,139,256,Portugal,F,6,3,35584
8449,Teclado,1016,208,Portugal,M,3,1,211328
8450,Smartphone,1759,124,Barcelona,M,9,9,218116
8451,Mouse,665,85,Valencia,F,8,10,56525
8452,Monitor,818,287,Barcelona,M,6,4,234766
8453,Monitor,1227,15,Barcelona,M,7,9,18405
8454,Monitor,611,33,Portugal,F,8,11,20163
8455,Teclado,1831,140,Barcelona,F,5,12,256340
8456,Audifonos,1405,159,Valencia,M,2,14,223395
8457,Laptop,270,189,Madrid,F,8,6,51030
8458,Smartphone,1674,135,Valencia,F,9,13,225990
8459,Monitor,1159,226,Madrid,M,7,11,261934
8460,Audifonos,484,185,Madrid,M,8,9,89540
8461,Laptop,1349,245,Barcelona,M,1,5,330505
8462,Laptop,528,36,Portugal,M,4,7,19008
8463,Teclado,1277,46,Valencia,M,2,14,58742
8464,Smartphone,140,187,Madrid,F,8,7,26180
8465,Laptop,1869,268,Valencia,M,3,13,500892
8466,Teclado,935,109,Barcelona,F,6,10,101915
8467,Teclado,1281,199,Barcelona,M,3,3,254919
8468,Monitor,308,51,Valencia,M,5,5,15708
8469,Teclado,680,177,Valencia,F,2,8,120360
8470,Teclado,80,36,Madrid,M,5,10,2880
8471,Laptop,1969,109,Madrid,M,5,6,214621
8472,Mouse,588,238,Portugal,F,7,6,139944
8473,Smartphone,1327,165,Madrid,F,9,12,218955
8474,Teclado,1436,193,Madrid,M,4,1,277148
8475,Teclado,637,167,Madrid,M,3,7,106379
8476,Mouse,1652,203,Madrid,F,4,6,335356
8477,Mouse,1836,99,Valencia,M,2,1,181764
8478,Mouse,1146,252,Barcelona,M,3,14,288792
8479,Monitor,89,148,Valencia,M,2,8,13172
8480,Monitor,1303,69,Barcelona,M,2,14,89907
8481,Laptop,739,115,Valencia,M,1,4,84985
8482,Laptop,718,130,Madrid,M,3,3,93340
8483,Audifonos,1794,71,Valencia,F,7,6,127374
8484,Teclado,371,119,Barcelona,M,7,10,44149
8485,Smartphone,1252,263,Barcelona,F,4,6,329276
8486,Audifonos,1555,36,Madrid,F,8,3,55980
8487,Audifonos,1858,192,Valencia,F,7,5,356736
8488,Smartphone,1257,176,Valencia,F,5,5,221232
8489,Audifonos,676,74,Valencia,F,9,6,50024
8490,Laptop,1928,167,Barcelona,M,1,11,321976
8491,Smartphone,751,190,Madrid,M,9,14,142690
8492,Laptop,1652,203,Madrid,M,3,1,335356
8493,Smartphone,672,82,Valencia,M,1,6,55104
8494,Monitor,1965,111,Barcelona,F,4,8,218115
8495,Audifonos,853,25,Portugal,F,8,14,21325
8496,Mouse,1885,22,Portugal,M,8,5,41470
8497,Audifonos,111,165,Portugal,F,9,11,18315
8498,Mouse,107,130,Portugal,F,5,11,13910
8499,Teclado,1910,117,Portugal,M,6,7,223470
8500,Smartphone,669,105,Madrid,M,5,2,70245
8501,Laptop,362,1,Valencia,F,6,1,362
8502,Teclado,1527,201,Valencia,M,3,5,306927
8503,Mouse,267,47,Barcelona,F,4,7,12549
8504,Teclado,1816,6,Valencia,M,5,8,10896
8505,Monitor,695,213,Madrid,M,2,7,148035
8506,Teclado,1452,59,Barcelona,F,9,10,85668
8507,Smartphone,728,174,Portugal,F,4,12,126672
8508,Monitor,1335,33,Valencia,M,9,3,44055
8509,Laptop,1147,110,Portugal,M,5,12,126170
8510,Audifonos,668,132,Madrid,F,6,13,88176
8511,Laptop,1355,262,Portugal,F,3,12,355010
8512,Smartphone,953,71,Madrid,M,9,4,67663
8513,Monitor,1720,255,Valencia,F,3,1,438600
8514,Smartphone,1205,256,Barcelona,M,7,2,308480
8515,Audifonos,774,90,Valencia,M,1,12,69660
8516,Monitor,232,176,Portugal,M,7,11,40832
8517,Smartphone,1490,181,Madrid,F,2,3,269690
8518,Mouse,1890,172,Madrid,M,1,8,325080
8519,Audifonos,387,112,Portugal,F,9,8,43344
8520,Smartphone,962,265,Portugal,M,3,14,254930
8521,Teclado,790,139,Valencia,M,1,6,109810
8522,Audifonos,1883,294,Valencia,M,5,12,553602
8523,Smartphone,115,44,Barcelona,M,6,4,5060
8524,Mouse,1670,217,Portugal,F,3,13,362390
8525,Monitor,669,279,Madrid,M,3,2,186651
8526,Smartphone,1730,222,Barcelona,M,1,1,384060
8527,Smartphone,174,115,Madrid,F,7,10,20010
8528,Laptop,432,98,Portugal,F,9,8,42336
8529,Teclado,576,49,Valencia,M,8,14,28224
8530,Laptop,1750,188,Barcelona,M,1,14,329000
8531,Audifonos,373,284,Madrid,F,9,3,105932
8532,Smartphone,88,229,Valencia,M,9,5,20152
8533,Monitor,1689,106,Madrid,M,5,8,179034
8534,Audifonos,107,169,Barcelona,F,5,3,18083
8535,Teclado,1255,285,Portugal,M,4,4,357675
8536,Monitor,1902,233,Madrid,M,4,1,443166
8537,Smartphone,756,6,Barcelona,F,2,1,4536
8538,Audifonos,1849,148,Barcelona,F,8,13,273652
8539,Mouse,232,33,Madrid,F,2,10,7656
8540,Smartphone,1867,257,Madrid,M,9,9,479819
8541,Monitor,1238,117,Portugal,F,5,13,144846
8542,Laptop,661,124,Portugal,M,4,8,81964
8543,Laptop,957,237,Barcelona,F,9,13,226809
8544,Monitor,349,254,Valencia,F,8,9,88646
8545,Laptop,66,262,Madrid,F,6,10,17292
8546,Audifonos,304,53,Madrid,F,3,3,16112
8547,Audifonos,665,287,Barcelona,M,1,9,190855
8548,Monitor,1646,129,Madrid,F,7,8,212334
8549,Smartphone,1450,190,Portugal,M,9,7,275500
8550,Teclado,420,105,Barcelona,M,4,10,44100
8551,Audifonos,1902,61,Barcelona,F,9,8,116022
8552,Laptop,715,100,Valencia,M,3,13,71500
8553,Laptop,675,99,Barcelona,F,5,11,66825
8554,Smartphone,1474,59,Valencia,F,4,4,86966
8555,Audifonos,1743,241,Valencia,F,4,12,420063
8556,Audifonos,830,197,Barcelona,F,4,5,163510
8557,Monitor,758,22,Madrid,M,2,9,16676
8558,Monitor,1421,120,Madrid,M,1,4,170520
8559,Smartphone,996,241,Valencia,M,9,7,240036
8560,Smartphone,430,6,Barcelona,F,7,12,2580
8561,Smartphone,406,46,Madrid,M,5,1,18676
8562,Laptop,1521,276,Madrid,M,2,7,419796
8563,Laptop,75,151,Portugal,F,2,12,11325
8564,Teclado,1351,67,Madrid,M,6,13,90517
8565,Monitor,121,297,Valencia,M,8,4,35937
8566,Mouse,449,42,Madrid,F,3,1,18858
